metadata_row,complex_name,compound_group,smiles,experimental_pKD,covalent,fragment_screen,pb_valid_prepared,pb_valid_ref,suspected_artefact,sucos_shape,pocket_qcov,sucos_shape_pocket_qcov,complex_directory,complex_ref_pdb_path,complex_ref_pdb_exists,complex_ref_pdb_bytes,complex_ref_pdb_sha256,prepared_protein_pdb_path,prepared_protein_pdb_exists,prepared_protein_pdb_bytes,prepared_protein_pdb_sha256,ligand_ref_sdf_path,ligand_ref_sdf_exists,ligand_ref_sdf_bytes,ligand_ref_sdf_sha256,ligand_prepared_sdf_path,ligand_prepared_sdf_exists,ligand_prepared_sdf_bytes,ligand_prepared_sdf_sha256,complex_ref_pdb_coordinate_records,complex_ref_pdb_atom_records,complex_ref_pdb_hetatm_records,complex_ref_pdb_ligand_records,prepared_protein_pdb_coordinate_records,prepared_protein_pdb_atom_records,prepared_protein_pdb_hetatm_records,prepared_protein_pdb_ligand_records,ligand_ref_sdf_parse_ok,ligand_ref_sdf_molecule_count,ligand_ref_sdf_atom_count,ligand_ref_sdf_heavy_atom_count,ligand_ref_sdf_formal_charge,ligand_ref_sdf_elements,ligand_prepared_sdf_parse_ok,ligand_prepared_sdf_molecule_count,ligand_prepared_sdf_atom_count,ligand_prepared_sdf_heavy_atom_count,ligand_prepared_sdf_formal_charge,ligand_prepared_sdf_elements
418,A71EV2A-x4650a,x4650a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2C(F)(F)F)C1,,False,False,True,True,False,40.3052,92,37.0808,structures/x4650a/A71EV2A-x4650a,structures/x4650a/A71EV2A-x4650a/A71EV2A-x4650a_complex_ref.pdb,True,198612,2ee967788bea1007aba5fe72ee1b26936286c2ae19e7b225a72fce8d5329d654,structures/x4650a/A71EV2A-x4650a/A71EV2A-x4650a_prepared.pdb,True,170009,22e993c7f207f2551cfd601b4ec8d45dd17d06912c4471ffc588c7d370c382ef,structures/x4650a/A71EV2A-x4650a/A71EV2A-x4650a_ligand_ref.sdf,True,1968,e5943e1d2949bb615e6587afa71df2d6f3cf8ff0e2260b6fe0e271001a3901b7,structures/x4650a/A71EV2A-x4650a/A71EV2A-x4650a_ligand_prepared.sdf,True,3379,7ebc1935240a212baae235cbaca1d21e3f1bcff89a480dee4bd2f20d3b827f85,1109,1077,32,22,2097,2097,,,True,1,22,22,0,C:15;F:3;N:2;O:2,True,1,39,22,0,C:15;F:3;H:17;N:2;O:2
419,A71EV2A-x4654a,x4654a,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2S(=O)(=O)CCC3)C1,4.6162,False,False,True,True,False,39.8434,92,36.6559,structures/x4654a/A71EV2A-x4654a,structures/x4654a/A71EV2A-x4654a/A71EV2A-x4654a_complex_ref.pdb,True,199503,cff731ba8f97b5b2b4efbc1cfc0522bbacc563e0909eb19e1c654be254d4a38c,structures/x4654a/A71EV2A-x4654a/A71EV2A-x4654a_prepared.pdb,True,170009,9e512b9442cf67be81e9b4fc061762ab26dc7f68225984e958199094cc6bbf1e,structures/x4654a/A71EV2A-x4654a/A71EV2A-x4654a_ligand_ref.sdf,True,2147,fcc4046de2dcc211ee4dddc6c40691af072f0f8459beec2e4ed35425580a5644,structures/x4654a/A71EV2A-x4654a/A71EV2A-x4654a_ligand_prepared.sdf,True,3890,0b030182938053f93d8041a38756ef22f0879dc2835d37fadb6a2ae2a29cacfb,1117,1077,40,24,2097,2097,,,True,1,24,24,0,C:16;N:3;O:4;S:1,True,1,45,24,0,C:16;H:21;N:3;O:4;S:1
420,A71EV2A-x4656a,x4656a,NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2SC(F)F)C1,4.3251,False,False,True,True,False,40.9723,91.6667,37.5579,structures/x4656a/A71EV2A-x4656a,structures/x4656a/A71EV2A-x4656a/A71EV2A-x4656a_complex_ref.pdb,True,200308,86cd38df49af98d9047c7844c992868764628678a0169d511d98f55f1a5973cc,structures/x4656a/A71EV2A-x4656a/A71EV2A-x4656a_prepared.pdb,True,170009,1e3b9ca3f96501155b3bb5b1c6e0123ec37cb4e093d273b40413c387d76012bf,structures/x4656a/A71EV2A-x4656a/A71EV2A-x4656a_ligand_ref.sdf,True,1968,6499e662e7e77ef797ae90f5b30d216681b2dda2061dfdcf7379ea0f8e2dd006,structures/x4656a/A71EV2A-x4656a/A71EV2A-x4656a_ligand_prepared.sdf,True,3379,1fc5414106cc0de9590f4844658fcce9f280496a340b12a962791327b10bfc96,1111,1077,34,22,2097,2097,,,True,1,22,22,0,C:14;F:2;N:3;O:2;S:1,True,1,39,22,0,C:14;F:2;H:17;N:3;O:2;S:1
421,A71EV2A-x4661a,x4661a,COc1ccccc1[C@H](C)N1C[C@@H](C(N)=O)CCC1=O,5.566,False,False,True,True,False,44.9534,95.4545,42.9101,structures/x4661a/A71EV2A-x4661a,structures/x4661a/A71EV2A-x4661a/A71EV2A-x4661a_complex_ref.pdb,True,202092,be7bf087abee5a4efa9132691eec617a5c86e775ea1df51ecd644294548b13bf,structures/x4661a/A71EV2A-x4661a/A71EV2A-x4661a_prepared.pdb,True,170009,7611824190087ef7ddb99208a9c265a54603d53b7414f22ee4f13953d2bd7ad8,structures/x4661a/A71EV2A-x4661a/A71EV2A-x4661a_ligand_ref.sdf,True,1803,5422eaa5a3e3c422099f28837ec6ae8520f523e804544dca49c3833039e354ab,structures/x4661a/A71EV2A-x4661a/A71EV2A-x4661a_ligand_prepared.sdf,True,3463,79d4917082c711cfe3ca87ceb2f0c2e0187585847cb3236735950b7f8f29f5ac,1103,1077,26,20,2097,2097,,,True,1,20,20,0,C:15;N:2;O:3,True,1,40,20,0,C:15;H:20;N:2;O:3
422,A71EV2A-x4669a,x4669a_x4669b,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Cl)OCCO3)C1,4.0372,False,False,True,True,False,39.1984,91.3043,35.7899,structures/x4669a_x4669b/A71EV2A-x4669a,structures/x4669a_x4669b/A71EV2A-x4669a/A71EV2A-x4669a_complex_ref.pdb,True,382884,c4ca9fd5b9bbeb49aa9193fe922a58696280d6bcbe1d89b19084d797f5327091,structures/x4669a_x4669b/A71EV2A-x4669a/A71EV2A-x4669a_prepared.pdb,True,170009,7377b68c2f5a70d7e21a2fe4ed5b3aa84e3c303cfb0ae35f02b81feb382a3b72,structures/x4669a_x4669b/A71EV2A-x4669a/A71EV2A-x4669a_ligand_ref.sdf,True,2064,87416f775b75249f954874c050a9d1609307d030a122e323fce22a4bd43e8979,structures/x4669a_x4669b/A71EV2A-x4669a/A71EV2A-x4669a_ligand_prepared.sdf,True,3641,7d7eda72a72d0f486e8acb05e3f5586d29a37834a412e66149a699fdc8271c46,2245,2157,88,46,2097,2097,,,True,1,23,23,0,C:16;Cl:1;N:2;O:4,True,1,42,23,0,C:16;Cl:1;H:19;N:2;O:4
423,A71EV2A-x4669b,x4669a_x4669b,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Cl)OCCO3)C1,4.0372,False,False,True,True,False,38.7004,91.3043,35.3351,structures/x4669a_x4669b/A71EV2A-x4669b,structures/x4669a_x4669b/A71EV2A-x4669b/A71EV2A-x4669b_complex_ref.pdb,True,382317,7018732803fa6636cc49f0fa277e9b5f6dee98193c9e4295e0c2f647a129dbc4,structures/x4669a_x4669b/A71EV2A-x4669b/A71EV2A-x4669b_prepared.pdb,True,170009,6180249de57c71f2571d07ec433d50885d9f9de1ed1e13c8dc4b80b631495f4d,structures/x4669a_x4669b/A71EV2A-x4669b/A71EV2A-x4669b_ligand_ref.sdf,True,2064,e2c81a26e60afea2ccb83cedb45c160347b98c81e855c4fbcd7cdbe8e07a4dbd,structures/x4669a_x4669b/A71EV2A-x4669b/A71EV2A-x4669b_ligand_prepared.sdf,True,3641,1fa88c9665085f83943b5cc7468a8baf8757bd5ef81057a9dccde1805b7054e9,2238,2157,81,46,2097,2097,,,True,1,23,23,0,C:16;Cl:1;N:2;O:4,True,1,42,23,0,C:16;Cl:1;H:19;N:2;O:4
424,A71EV2A-x4670a,x4670a,CSc1cccc(Br)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.2396,False,False,True,True,False,45.0007,87.5,39.3756,structures/x4670a/A71EV2A-x4670a,structures/x4670a/A71EV2A-x4670a/A71EV2A-x4670a_complex_ref.pdb,True,199098,5de36c14a5e79118764c2dd9370133012453c539a2f740a5b5d2330bf89ea804,structures/x4670a/A71EV2A-x4670a/A71EV2A-x4670a_prepared.pdb,True,170009,f99d7764b232103369e8df9327a109be4d520cda4b9a1d5d63f894c183389d26,structures/x4670a/A71EV2A-x4670a/A71EV2A-x4670a_ligand_ref.sdf,True,1885,85e8140839c9dfd9f60f527d01a4282aa2846aac2e99af18c38292af1e2827a2,structures/x4670a/A71EV2A-x4670a/A71EV2A-x4670a_ligand_prepared.sdf,True,3462,8a9137f1edbaf70b2d1e5d623eb2f60854f4c87e30c447d351c0510717b092b0,1104,1077,27,21,2097,2097,,,True,1,21,21,0,Br:1;C:15;N:2;O:2;S:1,True,1,40,21,0,Br:1;C:15;H:19;N:2;O:2;S:1
425,A71EV2A-x4673a,x4673a_x4673b,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Br)OCO3)C1,,False,False,True,True,False,44.6834,91.3043,40.7979,structures/x4673a_x4673b/A71EV2A-x4673a,structures/x4673a_x4673b/A71EV2A-x4673a/A71EV2A-x4673a_complex_ref.pdb,True,382317,d785ec29c91a595e845825dda266114648eaede8decdf7f54e4d724aec2f6370,structures/x4673a_x4673b/A71EV2A-x4673a/A71EV2A-x4673a_prepared.pdb,True,170009,245e194eb3d33c11c620f38307b12964d667b7def2a301584d0aad9ccfd81f45,structures/x4673a_x4673b/A71EV2A-x4673a/A71EV2A-x4673a_ligand_ref.sdf,True,1981,a79307e7118da5a1444b649df7e45e3a9c433d126dcb54087d9048650307702b,structures/x4673a_x4673b/A71EV2A-x4673a/A71EV2A-x4673a_ligand_prepared.sdf,True,3392,647a51edcabcbb6f99e4042fe0f9aae329df755678fd3457074ab8f4b309b27b,2239,2159,80,44,2097,2097,,,True,1,22,22,0,Br:1;C:15;N:2;O:4,True,1,39,22,0,Br:1;C:15;H:17;N:2;O:4
426,A71EV2A-x4673b,x4673a_x4673b,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Br)OCO3)C1,,False,False,True,True,False,44.3782,91.3043,40.5192,structures/x4673a_x4673b/A71EV2A-x4673b,structures/x4673a_x4673b/A71EV2A-x4673b/A71EV2A-x4673b_complex_ref.pdb,True,381831,364f5d7e67f9aabc4fe731f422c01a72634ae9ae763a622cdc8d3ab1dde977d6,structures/x4673a_x4673b/A71EV2A-x4673b/A71EV2A-x4673b_prepared.pdb,True,170009,a4f7b935b5480ae5b575d03798d1a085e15e29a8569b8fee9003bfc2f897f0ff,structures/x4673a_x4673b/A71EV2A-x4673b/A71EV2A-x4673b_ligand_ref.sdf,True,1981,69d40239c1ffc8430813fbc84ed607937ddc8a81a74f4afc81079f66b2f4e41c,structures/x4673a_x4673b/A71EV2A-x4673b/A71EV2A-x4673b_ligand_prepared.sdf,True,3392,f24ec3810540127d1a2483b88eba200383647db26e7716ff4171d76bef30535f,2233,2159,74,44,2097,2097,,,True,1,22,22,0,Br:1;C:15;N:2;O:4,True,1,39,22,0,Br:1;C:15;H:17;N:2;O:4
427,A71EV2A-x4674a,x4674a_x4674b_x4674c,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1,4.5141,False,False,True,True,False,47.3249,91.6667,43.3811,structures/x4674a_x4674b_x4674c/A71EV2A-x4674a,structures/x4674a_x4674b_x4674c/A71EV2A-x4674a/A71EV2A-x4674a_complex_ref.pdb,True,379400,a77f475a2349bacedb53e40631de3fcf85f132b3419b076e5896654b99db7c27,structures/x4674a_x4674b_x4674c/A71EV2A-x4674a/A71EV2A-x4674a_prepared.pdb,True,170009,5c4cdeaac5c0503b79274be7f4027d0232f333b01c67980485b05dfb529f02f0,structures/x4674a_x4674b_x4674c/A71EV2A-x4674a/A71EV2A-x4674a_ligand_ref.sdf,True,1981,d571c7b8dad58705fe771fde2ceb2da36c534efa44dd0bbf6c9294595d76e00f,structures/x4674a_x4674b_x4674c/A71EV2A-x4674a/A71EV2A-x4674a_ligand_prepared.sdf,True,3724,72c6f41d81bcbb57cf06cb2f1a18861d7caba5b1594bcf7800f7bad6e3a776cd,2242,2154,88,66,2097,2097,,,True,1,22,22,0,C:16;N:3;O:2;S:1,True,1,43,22,0,C:16;H:21;N:3;O:2;S:1
428,A71EV2A-x4674b,x4674a_x4674b_x4674c,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1,4.5141,False,False,True,True,False,50.4164,95.8333,48.3157,structures/x4674a_x4674b_x4674c/A71EV2A-x4674b,structures/x4674a_x4674b_x4674c/A71EV2A-x4674b/A71EV2A-x4674b_complex_ref.pdb,True,375593,05adddfa21cf9ef29b276e16eda6f8fbdfd8660b31122b82f86a6c2cf9869acd,structures/x4674a_x4674b_x4674c/A71EV2A-x4674b/A71EV2A-x4674b_prepared.pdb,True,170009,2c0101a91725f47aa0a6fa9502af7242fcc39acbd868d5aa7e4059234b5b7b3b,structures/x4674a_x4674b_x4674c/A71EV2A-x4674b/A71EV2A-x4674b_ligand_ref.sdf,True,1981,5487fd1ca19e82c4d476c70970101003ae72945d98bbb47af9186cb82813fe1c,structures/x4674a_x4674b_x4674c/A71EV2A-x4674b/A71EV2A-x4674b_ligand_prepared.sdf,True,3724,debffaad4a8596f2e311bcf627ba340d5954095167dbc27b760273ab1b3082fc,2217,2154,63,44,2097,2097,,,True,1,22,22,0,C:16;N:3;O:2;S:1,True,1,43,22,0,C:16;H:21;N:3;O:2;S:1
429,A71EV2A-x4674c,x4674a_x4674b_x4674c,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1,4.5141,False,False,True,True,False,44.8289,91.3043,40.9308,structures/x4674a_x4674b_x4674c/A71EV2A-x4674c,structures/x4674a_x4674b_x4674c/A71EV2A-x4674c/A71EV2A-x4674c_complex_ref.pdb,True,375593,0fa8c71fbc91074157f278d27748e30943e0d00e83abf853f5bd8e31ae9c22cc,structures/x4674a_x4674b_x4674c/A71EV2A-x4674c/A71EV2A-x4674c_prepared.pdb,True,170009,8f08ae5bd56a8dbda90fb1cf1626252a895bdd559c44697d688391741df1fb1c,structures/x4674a_x4674b_x4674c/A71EV2A-x4674c/A71EV2A-x4674c_ligand_ref.sdf,True,1981,b914226d355e691cddd6842d0c18335e66783380c23df63a39939e4031a3111d,structures/x4674a_x4674b_x4674c/A71EV2A-x4674c/A71EV2A-x4674c_ligand_prepared.sdf,True,3724,1cb45d782f1de374c6e4ca880a97581b973441d6c5b39e79cdf1394f8c8780b3,2217,2154,63,44,2097,2097,,,True,1,22,22,0,C:16;N:3;O:2;S:1,True,1,43,22,0,C:16;H:21;N:3;O:2;S:1
430,A71EV2A-x4675a,x4675a,CS(=O)(=O)c1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.0182,False,False,True,True,False,43.1866,91.6667,39.5878,structures/x4675a/A71EV2A-x4675a,structures/x4675a/A71EV2A-x4675a/A71EV2A-x4675a_complex_ref.pdb,True,198526,f287aa5c7ec2299f54edfd99c94509497df3b49ccab8d4517abcbdc7f336c209,structures/x4675a/A71EV2A-x4675a/A71EV2A-x4675a_prepared.pdb,True,170009,155294ca0d58d00c9ba09f4ef02f3b08770dd26dcb4af7cd39c434fc86990620,structures/x4675a/A71EV2A-x4675a/A71EV2A-x4675a_ligand_ref.sdf,True,1968,fd9a4a0a7092b5040d6499211dcf371b94daa558d3df46df604bea91af9bd30a,structures/x4675a/A71EV2A-x4675a/A71EV2A-x4675a_ligand_prepared.sdf,True,3628,fe25009bcde2f1b3370efc52ea6e5aed07f30e6fa5a9377c70ce96bd774c9603,1110,1077,33,22,2097,2097,,,True,1,22,22,0,C:15;N:2;O:4;S:1,True,1,42,22,0,C:15;H:20;N:2;O:4;S:1
431,A71EV2A-x4684a,x4684a,CSc1ccccc1N(C)C(=O)N1CC[C@H](C(N)=O)C1,4.6402,False,False,True,True,False,47.8652,92.3077,44.1833,structures/x4684a/A71EV2A-x4684a,structures/x4684a/A71EV2A-x4684a/A71EV2A-x4684a_complex_ref.pdb,True,200471,dada1769bf16250fabe540524673837e92e102cd10edfe9a15aeee2e6011734f,structures/x4684a/A71EV2A-x4684a/A71EV2A-x4684a_prepared.pdb,True,171224,76622b45bebb40d957bc35ee868f0dac971484cac2800dd3bc651ceec9b2e8c4,structures/x4684a/A71EV2A-x4684a/A71EV2A-x4684a_ligand_ref.sdf,True,1802,787a2d73a37d41cd47c819933133ae35b75297446d78d5e48ecd91926a3698df,structures/x4684a/A71EV2A-x4684a/A71EV2A-x4684a_ligand_prepared.sdf,True,3379,e91b4f6c868566e42e66a67845d2f3c508cc408ea9d0466124b95799890916c5,1127,1094,33,20,2112,2112,,,True,1,20,20,0,C:14;N:3;O:2;S:1,True,1,39,20,0,C:14;H:19;N:3;O:2;S:1
432,A71EV2A-x4689a,x4689a,CSc1cnccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.4079,False,False,True,True,False,42.5717,92,39.166,structures/x4689a/A71EV2A-x4689a,structures/x4689a/A71EV2A-x4689a/A71EV2A-x4689a_complex_ref.pdb,True,198119,8ae43dcc624cacf0b0ab46f51d398d955e016ddf45d425d4c5765ccab38b55fa,structures/x4689a/A71EV2A-x4689a/A71EV2A-x4689a_prepared.pdb,True,170009,03d4ac841108c5e4b4eb91f4782631230f4447aa219f74bff06c012992503229,structures/x4689a/A71EV2A-x4689a/A71EV2A-x4689a_ligand_ref.sdf,True,1802,e15fc2d52c87f9e8330080d4eb649cec896af2b44fb8bab7ec930cc69b55de50,structures/x4689a/A71EV2A-x4689a/A71EV2A-x4689a_ligand_prepared.sdf,True,3379,6062fedc1b84efc7a71efc33c6653fc1ed110aea4503cc3b58f8cc3d72cffd9f,1107,1077,30,20,2097,2097,,,True,1,20,20,0,C:14;N:3;O:2;S:1,True,1,39,20,0,C:14;H:19;N:3;O:2;S:1
433,A71EV2A-x4694a,x4694a,CSc1ccccc1CN1C[C@H](C(N)=O)CCC1=O,4.644,False,False,True,True,False,54.1159,95.4545,51.6561,structures/x4694a/A71EV2A-x4694a,structures/x4694a/A71EV2A-x4694a/A71EV2A-x4694a_complex_ref.pdb,True,201119,7a40bf7b47540d440e8bc2cca3ae194584c648466937867beb3e00806e42accf,structures/x4694a/A71EV2A-x4694a/A71EV2A-x4694a_prepared.pdb,True,171224,465b8cbdc85f2676a78020cf1641ff0866b72e50b6cdeab1475efbdb58375942,structures/x4694a/A71EV2A-x4694a/A71EV2A-x4694a_ligand_ref.sdf,True,1719,b7a94fd5edbc017d9e60e81a47f55a72d8c02636f32c9f6ee1dd02cf8d14d79c,structures/x4694a/A71EV2A-x4694a/A71EV2A-x4694a_ligand_prepared.sdf,True,3213,e97558b467b514d794f425da8e733b63caf4b371977365893fd7e3e85f91bc31,1141,1100,41,19,2112,2112,,,True,1,19,19,0,C:14;N:2;O:2;S:1,True,1,37,19,0,C:14;H:18;N:2;O:2;S:1
434,A71EV2A-x4695a,x4695a,CSc1ccccc1CN1C[C@@H](C(N)=O)CCC1=O,,False,False,True,True,False,51.6973,95.6522,49.4496,structures/x4695a/A71EV2A-x4695a,structures/x4695a/A71EV2A-x4695a/A71EV2A-x4695a_complex_ref.pdb,True,198282,1aa428bab524c94f6009698da6102998d324ca9a03a55957818461583bddf1f5,structures/x4695a/A71EV2A-x4695a/A71EV2A-x4695a_prepared.pdb,True,170009,4fa169a55d310b917fa4ad57f5af69e47fd3e042b474fef42aefd55f784270af,structures/x4695a/A71EV2A-x4695a/A71EV2A-x4695a_ligand_ref.sdf,True,1719,207f37c9b502435f0e54547afe0569244f20424d92cfa97dab66d9b4d6630fad,structures/x4695a/A71EV2A-x4695a/A71EV2A-x4695a_ligand_prepared.sdf,True,3213,c1caac353020247c6a8eb733cbd1092541d6aba2b9ed637366d1f5fb9b7f8cf1,1110,1077,33,19,2097,2097,,,True,1,19,19,0,C:14;N:2;O:2;S:1,True,1,37,19,0,C:14;H:18;N:2;O:2;S:1
435,A71EV2A-x4701a,x4701a,CSCC1(CC(=O)N2CCC[C@H](C(N)=O)C2)CC1,4.027,False,False,True,True,False,43.3811,92.3077,40.0441,structures/x4701a/A71EV2A-x4701a,structures/x4701a/A71EV2A-x4701a/A71EV2A-x4701a_complex_ref.pdb,True,380943,594a10e7673d99a5daf115ba5f0da595d384e9f7fcfe1e09bce310718e5de2d7,structures/x4701a/A71EV2A-x4701a/A71EV2A-x4701a_prepared.pdb,True,171224,fbd614418579d65e5fb8aa4af408d66365b29a07cd4f46d11d48f2a3dd3eb1a7,structures/x4701a/A71EV2A-x4701a/A71EV2A-x4701a_ligand_ref.sdf,True,1636,34243578f112a7e6f67b6c69679f046d59573a68db0f19758b5c77cb467d69a7,structures/x4701a/A71EV2A-x4701a/A71EV2A-x4701a_ligand_prepared.sdf,True,3462,75c1e756846a0e5ca0abaf417ee28a5c5296495eb24ab27ca93d4cd1c13cb124,2221,2180,41,18,2112,2112,,,True,1,18,18,0,C:13;N:2;O:2;S:1,True,1,40,18,0,C:13;H:22;N:2;O:2;S:1
436,A71EV2A-x4703a,x4703a,CSc1cn(C)nc1NC(=O)N1CCC[C@H](C(N)=O)C1,3.761,False,False,True,True,False,48.9641,91.3043,44.7064,structures/x4703a/A71EV2A-x4703a,structures/x4703a/A71EV2A-x4703a/A71EV2A-x4703a_complex_ref.pdb,True,196095,c4172546e104a31cf4d515dce41d6f72e47018534b0d80a3c0ef6953603f0bc5,structures/x4703a/A71EV2A-x4703a/A71EV2A-x4703a_prepared.pdb,True,170009,dbc829235c7956c0e830a6a18b969ffe59d9b14c736262069b83b545d33885a0,structures/x4703a/A71EV2A-x4703a/A71EV2A-x4703a_ligand_ref.sdf,True,1802,378ee11ebb0ed1acbc70a2b30040b28aac47f11c9591cce011d9bac871b0bcf6,structures/x4703a/A71EV2A-x4703a/A71EV2A-x4703a_ligand_prepared.sdf,True,3379,816e25ab232d9ceceba326cf8b834d07b501f5eb76fa9015ffbe51b90306239d,1120,1077,43,20,2097,2097,,,True,1,20,20,0,C:12;N:5;O:2;S:1,True,1,39,20,0,C:12;H:19;N:5;O:2;S:1
437,A71EV2A-x4706a,x4706a,NC(=O)[C@H]1CCCN(C(=O)C2CCSCC2)C1,4.6038,False,False,True,True,False,42.6906,90.4762,38.6248,structures/x4706a/A71EV2A-x4706a,structures/x4706a/A71EV2A-x4706a/A71EV2A-x4706a_complex_ref.pdb,True,378755,975f169720350242d12d51285eb9c6aceae5b6221c227e4a0bd266792a630334,structures/x4706a/A71EV2A-x4706a/A71EV2A-x4706a_prepared.pdb,True,171224,e85fac9a2612d51a068757f7f802d5768d42842ae2e91f03f5fb3d3edc3e88ac,structures/x4706a/A71EV2A-x4706a/A71EV2A-x4706a_ligand_ref.sdf,True,1553,c99d6aa8ee1e91670346546870845da42543765ab3c3dcd0d56d82c69b2c7acf,structures/x4706a/A71EV2A-x4706a/A71EV2A-x4706a_ligand_prepared.sdf,True,3213,74552cae6b429ddf8d78128c2eb48e638bced73981d806edec28dc2d7a74cc02,2229,2189,40,17,2112,2112,,,True,1,17,17,0,C:12;N:2;O:2;S:1,True,1,37,17,0,C:12;H:20;N:2;O:2;S:1
438,A71EV2A-x4707a,x4707a,NC(=O)[C@H]1CCCN(C(=O)CC2CSC2)C1,4.6073,False,False,True,True,False,45.3552,95,43.0875,structures/x4707a/A71EV2A-x4707a,structures/x4707a/A71EV2A-x4707a/A71EV2A-x4707a_complex_ref.pdb,True,376893,de0852f69f46581b657dfe675de5ecfe2c6c7861b7c1bcce6a28e9ed5ac2edb9,structures/x4707a/A71EV2A-x4707a/A71EV2A-x4707a_prepared.pdb,True,171224,a26a0eff0a05cc92b8103247ca7af101f4529b48a2f33249a587f6586a76f4fd,structures/x4707a/A71EV2A-x4707a/A71EV2A-x4707a_ligand_ref.sdf,True,1470,87572b76f8251b0f9729ecf3fe865755202adf17259f3f99802fc71d454d22fb,structures/x4707a/A71EV2A-x4707a/A71EV2A-x4707a_ligand_prepared.sdf,True,2964,f2d19c46b30a292753192c2e52bdd5a11f7bab89a08d61f29699804a577fe2f6,2214,2180,34,16,2112,2112,,,True,1,16,16,0,C:11;N:2;O:2;S:1,True,1,34,16,0,C:11;H:18;N:2;O:2;S:1
439,A71EV2A-x4708a,x4708a,NC(=O)[C@H]1CCCN(C(=O)C2(O)CCSCC2)C1,4.3883,False,False,True,True,False,41.4522,86.3636,35.7996,structures/x4708a/A71EV2A-x4708a,structures/x4708a/A71EV2A-x4708a/A71EV2A-x4708a_complex_ref.pdb,True,377377,64aa63c97e1c64dd8697bb77b10904693e439c63dd64a6f46c0ff95318a2e308,structures/x4708a/A71EV2A-x4708a/A71EV2A-x4708a_prepared.pdb,True,171224,1d0cca4f8e131d8b8909a1b0680f7029226fb5ec5852c71c2940ad9bb0beead5,structures/x4708a/A71EV2A-x4708a/A71EV2A-x4708a_ligand_ref.sdf,True,1636,7ad4f6d8ee3c6030404ff3fadf3f36a847423fc907c27cdf1dbf67b1dc8bab24,structures/x4708a/A71EV2A-x4708a/A71EV2A-x4708a_ligand_prepared.sdf,True,3296,171c8c4353ce04e7a84a189cb6bfd199aa5987db87833a5012614cf45230afc1,2220,2180,40,18,2112,2112,,,True,1,18,18,0,C:12;N:2;O:3;S:1,True,1,38,18,0,C:12;H:20;N:2;O:3;S:1
440,A71EV2A-x4710a,x4710a,CSc1cccc(CN2C[C@H](C(N)=O)CCC2=O)c1,4.6109,False,False,True,True,False,40.1718,92,36.9581,structures/x4710a/A71EV2A-x4710a,structures/x4710a/A71EV2A-x4710a/A71EV2A-x4710a_complex_ref.pdb,True,204606,3bd849b1a45522337667c170389eacee8f5175b82876190fbcde11058bd07df3,structures/x4710a/A71EV2A-x4710a/A71EV2A-x4710a_prepared.pdb,True,171224,4a0a95a7a519d8d548581e5b3aad27a276c8ebfbea183bb3835275ef3494e534,structures/x4710a/A71EV2A-x4710a/A71EV2A-x4710a_ligand_ref.sdf,True,1719,bc489c27186416e1593cc208f1c88a87715181535eb93110feba77185f7ea904,structures/x4710a/A71EV2A-x4710a/A71EV2A-x4710a_ligand_prepared.sdf,True,3213,64a1b5c6407ac84eb3d361eb55c5dffe8025411b19931d9fe177ab787e470332,1142,1100,42,19,2112,2112,,,True,1,19,19,0,C:14;N:2;O:2;S:1,True,1,37,19,0,C:14;H:18;N:2;O:2;S:1
441,A71EV2A-x4711a,x4711a,CSc1cccc(CN2C[C@@H](C(N)=O)CCC2=O)c1,,False,False,True,True,False,45.411,91.6667,41.6267,structures/x4711a/A71EV2A-x4711a,structures/x4711a/A71EV2A-x4711a/A71EV2A-x4711a_complex_ref.pdb,True,201609,996e113b52e06906d9375b668edb1cd1db4eea1dd5ab197db412e878e6525f68,structures/x4711a/A71EV2A-x4711a/A71EV2A-x4711a_prepared.pdb,True,170009,d1492524dbdb4ebc1ed565882ffdba0bad6fca384d5d5c5cb8a11f3c6bd4867f,structures/x4711a/A71EV2A-x4711a/A71EV2A-x4711a_ligand_ref.sdf,True,1719,a1f91b387a27b0b50637ffee3dc7fb988e7c8bf7796e30253b9263174612f716,structures/x4711a/A71EV2A-x4711a/A71EV2A-x4711a_ligand_prepared.sdf,True,3213,a39ad607818b43ee2079e8c248aa1146a17454a0bf5ada3e2a1fec18671e2f3d,1109,1077,32,19,2097,2097,,,True,1,19,19,0,C:14;N:2;O:2;S:1,True,1,37,19,0,C:14;H:18;N:2;O:2;S:1
